车型ID,车辆型号,图片,车系ID,车系名称,车系名称,车系别称,年份,生产状态,销售状态,,论坛,车辆级别,外观颜色,厂商指导价,参考价,优惠幅度,保修政策,排量,发动机,,档位,变速箱类型,最高车速km/h,,,年份,车身型式,动力类型,车长/mm,车宽/mm,车高/mm,轴距/mm,整车质量/kg,座位数,行李箱容积/L,邮箱容积/L,前轮胎规格,后轮胎规格,备胎,保修政策,,,,,,,,行李箱容积/L,,,,,排量/ml,排量/L,最大功率/kW,最大马力/Ps,最大功率转速,最大扭矩,最大扭矩转速,发送机型式,发动机缸数,发动机方式,供油方式,,燃油标号,发动机启停,变速箱类型,档位个数,最高车速,0-100km/h加速时间[s],混合工况油耗[L/100km],环保标准,,,,,,,,,,,,,,,,,,,,驱动方式,前悬挂类型,后悬挂类型,可调悬挂,前轮制动类型,后轮制动类型,驻车制动类型,车体结构,限滑差速器/差速锁,,,,,,,,,,,,防抱死ABS,制动力分配(EBD/CBC等),制动辅助(BA/EBA等),牵引力控制(ASR/TCS等),车身稳定控制(ESP/DSC等),主驾驶安全气囊,副驾驶安全气囊,前侧气囊,后侧气囊,侧安全气帘,膝部气囊,安全带气囊,后排中央气囊,胎压监测,零胎压续行轮胎,后排儿童座椅接口,定速巡航,车道保持,碰撞报警/主动刹车,疲劳提醒,自动泊车,遥控泊车,自动驾驶辅助,自动驻车,上坡辅助,陡坡缓降,夜视系统,可变齿比转向,前倒车雷达,后倒车雷达,倒车影像,驾驶模式选择,,前大灯,LED日间行车灯,自动大灯,前雾灯,大灯功能,天窗类型,前电动车窗,后电动车窗,外后视镜电动调节,,内后视镜自动防眩目,流媒体内后视镜,流媒体外后视镜,外后视镜自动防眩目,隐私玻璃,前雨刷器,后雨刷器,电吸门,电动侧滑门,电动行李厢,车顶行李架,中控锁,智能钥匙,远程遥控功能,,,,,内饰材质,车内氛围灯,遮阳板化妆镜,方向盘材质,多功能方向盘,方向盘调节,方向盘加热,方向盘换挡,前排空调,后排空调,,,,,座椅材质,运动风格座椅,主座椅电动调节,副座椅电动调节,主座椅调节方式,副座椅调节方式,第二排座椅电动调节,第二排座椅调节方式,前排座椅功能,后排座椅功能,前排中央扶手,后排中央扶手,第三排座椅,座椅放倒方式,后排杯架,后排折叠桌板,中控彩色液晶屏,全液晶仪表盘,行车电脑显示屏,HUD平视显示,GPS导航,,车载APP应用,手机互联(Carplay&Android),手机无线充电,手势控制系统,CD/DVD,蓝牙/WIFI连接,外接接口,,音响品牌,"扬声器数量[个] 
",,车载220V电源,液晶屏尺寸 ,,,
131855,180TSI 经典版,https://img3.bitautoimg.com/autoalbum/files/20190314/676/201903141853175317159162_2.jpg,2061,甲壳虫,甲壳虫,dazhongjiakechong,2019,停产,在销,,http://baa.bitauto.com/beetle/,紧凑型车,"织锦蓝,#23567e|石墨蓝,#7c8c9a",21.08万,18.80-21.68万,1.80万,3年或10万公里,1.2,涡轮增压,,7,双离合,180,16,11,2018,两厢,汽油,4278,1808,1486,2537,1338,4,310,55,215/55 R17,215/55 R17,非全尺寸,3年或10万公里,,,,,,,,905,,,,,1197,1.2,77,105,5000-6000,175,1500-3500,直列,4,涡轮增压,直喷,,95号,有,双离合,7,180,10.9,5.6,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,无,无,有,定速巡航,无,无,无,无,无,无,无,有,无,无,无,有,有,无,无,无,氙气,有,转向辅助灯,有,高度调节,全景天窗,有,无,"电动调节,后视镜加热",,无,无,无,无,无,有,无,无,无,无,无,遥控中控,无,无,无,有,无,无,塑料,有,有,皮质,无,"上下调节,前后调节",无,无,手动空调,无,无,有,无,无,织物,无,无,无,"靠背调节,高低调节,前后调节","靠背调节,高低调节,前后调节",无,无,加热,无,有,无,无,按比例放倒,有,无,触控式液晶屏,无,有,无,无,无,无,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,5月6日,无,无,6.5,无,无,无
133571,280TSI 珍藏版,https://img4.bitautoimg.com/autoalbum/files/20190707/386/2019070717470047024085_2.jpg,2061,甲壳虫,甲壳虫,dazhongjiakechong,2019,停产,在销,,http://baa.bitauto.com/beetle/,紧凑型车,"时光白,#D6CBB7",25.58万,22.98-25.58万,0.88万,3年或10万公里,1.4,涡轮增压,,7,双离合,207,16,4,2019,两厢,汽油,4288,1825,1488,2538,1381,4,310,55,235/45 R18,235/45 R18,非全尺寸,3年或10万公里,,,,,,,,905,,,,,1395,1.4,110,150,5000-6000,250,1500-3500,直列,4,涡轮增压,直喷,,95号,有,双离合,7,207,8.3,5.7,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,手拉式,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,无,无,无,有,无,有,定速巡航,无,无,无,无,无,无,无,有,无,无,无,有,有,后方影像,无,无,氙气,有,转向辅助灯,有,高度调节,全景天窗,有,无,"电动调节,电动折叠,后视镜加热",,有,无,无,无,无,感应雨刷,无,无,无,无,无,遥控中控,无,无,无,有,无,无,塑料,有,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,无,无,有,无,无,皮质,有,无,无,"靠背调节,高低调节,前后调节","靠背调节,高低调节,前后调节",无,无,加热,无,有,无,无,按比例放倒,有,无,触控式液晶屏,无,有,无,GPS导航,无,无,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,5月6日,无,无,6.5,无,有,无
139496,280TSI 双离合 乐享型 7座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",24.68万,19.98-24.68万,,3年或10万公里,1.4,涡轮增压,,6,双离合,198,19,2,2020,MPV,汽油,4854,1904,1740,2920,1804,7,300,73,215/60 R16,215/60 R16,无备胎,3年或10万公里,,,,,,,,2297,,,,,1395,1.4,110,150,5000-6000,250,1500-3500,直列,4,涡轮增压,直喷,10.5,95号,有,双离合,6,198,9.9,7.1,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,无,有,无,卤素,无,自动开闭,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,织物,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",无,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,无,无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,无,无
142407,改款 380TSI 双离合 舒享型 7座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",27.48万,21.98-27.48万,,3年或10万公里,2,涡轮增压,,6,双离合,226,24,6,2020,MPV,汽油,4854,1904,1740,2920,1858,7,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,卤素,无,自动开闭,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,织物,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",无,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
136499,380TSI 双离合 舒享型 7座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,停产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",27.48万,21.98-27.48万,3.50万,3年或10万公里,2,涡轮增压,,6,双离合,226,5,8,2019,MPV,汽油,4854,1904,1740,2920,1858,7,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,卤素,无,自动开闭,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节",加热,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,无,"CarPlay,CarLife,手机互联",无,无,单碟dvd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
139494,380TSI 双离合 舒享型 6座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",27.48万,21.98-27.48万,,3年或10万公里,2,涡轮增压,,6,双离合,226,19,2,2020,MPV,汽油,4854,1904,1740,2920,1858,6,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,卤素,无,自动开闭,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,织物,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",无,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
139495,380TSI 双离合 尊享型 6座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",29.68万,24.90-29.68万,,3年或10万公里,2,涡轮增压,,6,双离合,226,19,2,2020,MPV,汽油,4854,1904,1740,2920,1858,6,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,有,氙气,有,"自动开闭,自动转向",有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",加热,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
136500,380TSI 双离合 尊享型 7座 国V,https://img1.bitautoimg.com/autoalbum/files/20190816/963/2019081617095395378743_2.jpg,2063,夏朗,夏朗,dazhongxialang,2019,停产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",29.68万,24.90-29.68万,3.70万,3年或10万公里,2,涡轮增压,,6,双离合,226,5,8,2019,MPV,汽油,4854,1904,1740,2920,1858,7,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,氙气,有,"自动开闭,自动转向",有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节","加热,按摩",无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,无,"CarPlay,CarLife",无,无,无,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,无,无
142408,改款 380TSI 双离合 尊享型 7座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",29.68万,25.50-29.68万,,3年或10万公里,2,涡轮增压,,6,双离合,226,24,6,2020,MPV,汽油,4854,1904,1740,2920,1858,7,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,有,氙气,有,"自动开闭,自动转向",有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,皮质,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",加热,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
139492,380TSI 双离合 旗舰型 7座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",34.38万,29.46-34.38万,,3年或10万公里,2,涡轮增压,,6,双离合,226,19,2,2020,MPV,汽油,4854,1904,1740,2920,1858,7,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,ACC自适应巡航,无,无,无,有,无,无,有,有,无,无,无,有,有,后方影像,有,有,氙气,有,"自动开闭,自动转向",有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,自动空调,无,无,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节","加热,按摩",无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
139493,380TSI 双离合 旗舰型 6座 国V,https://img2.bitautoimg.com/autoalbum/files/20200303/615/20200303768_2.JPG,2063,夏朗,夏朗,dazhongxialang,2019,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",34.38万,29.46-34.38万,,3年或10万公里,2,涡轮增压,,6,双离合,226,19,2,2020,MPV,汽油,4854,1904,1740,2920,1858,6,300,73,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2297,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,226,7.8,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,有,有,有,有,无,无,有,无,有,ACC自适应巡航,无,无,无,有,无,无,有,有,无,无,无,有,有,后方影像,有,有,氙气,有,"自动开闭,自动转向",有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜记忆,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,"塑料,皮质",无,有,皮质,有,"上下调节,前后调节",无,有,双温区自动空调,自动空调,无,无,无,无,皮质,无,电动调节,电动调节,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节","加热,按摩",无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,语音控制,"CarPlay,CarLife,手机互联",无,无,单碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,有,无
125673,280TSI 双离合 乐享型 7座 国V,https://img3.bitautoimg.com/autoalbum/files/20180116/255/20180116170503531254_2.jpg,2063,夏朗,夏朗,dazhongxialang,2018,停产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",24.68万,19.98-26.98万,6.40万,3年或10万公里,1.4,涡轮增压,,6,双离合,198,25,8,2017,MPV,汽油,4854,1904,1740,2920,1804,7,300,70,215/60 R16,215/60 R16,无备胎,3年或10万公里,,,,,,,,2430,,,,,1395,1.4,110,150,5000-6000,250,1500-3500,直列,4,涡轮增压,直喷,10.5,95号,有,双离合,6,198,9.9,7.1,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,无,有,无,卤素,无,自动开闭,有,高度调节,全景天窗,有,有,"电动调节,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,无,无,有,遥控中控,无,无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,织物,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,腰部调节,前后调节",无,"靠背调节,前后调节",无,无,有,无,有,按比例放倒,有,有,触控式液晶屏,无,有,无,无,无,无,"CarPlay,CarLife,手机互联",无,无,多碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,无,无
130511,380TSI 双离合 舒享型 6座 国V,https://img2.bitautoimg.com/autoalbum/files/20190817/789/201908171828172817157775_2.jpg,2063,夏朗,夏朗,dazhongxialang,2018,在产,在销,,http://baa.bitauto.com/dazhongxialang/,中型MPV,"星夜蓝,#0662aa|钢琴黑,#141b19|海潮蓝,#1432A0|澄净蓝,#296294|典雅黑,#2a2a2a|荒漠棕,#64564b|暮雨灰,#868586|流光金,#988867|暖心红,#a12823|流光银,#ccd1d4|薄雾白,#f8f8f8|鹅卵白,#fafafa",27.18万,22.98-27.88万,3.90万,3年或10万公里,2,涡轮增压,,6,双离合,,31,8,2018,MPV,汽油,4854,1904,1740,2920,1858,6,300,70,225/50 R17,225/50 R17,无备胎,3年或10万公里,,,,,,,,2430,,,,,1984,2,162,220,4500-6200,350,1500-4400,直列,4,涡轮增压,直喷,,95号,有,双离合,6,,,7.9,国五,,,,,,,,,,,,,,,,,,,,前轮驱动,麦弗逊式独立悬架,多连杆式独立悬架,无,通风盘,盘式,电子驻车,承载式,无,,,,,,,,,,,,有,有,有,有,有,有,有,无,有,有,有,无,无,有,无,有,定速巡航,无,无,无,无,无,无,有,有,无,无,无,有,有,后方影像,有,无,卤素,无,自动开闭,有,高度调节,全景天窗,有,有,"电动调节,电动折叠,后视镜加热",,有,无,有,有,无,感应雨刷,后雨刷,无,有,电动开合,有,遥控中控,"智能进入,无钥匙启动",无,无,无,无,无,塑料,无,有,皮质,有,"上下调节,前后调节",无,无,双温区自动空调,自动空调,无,无,无,无,织物,无,电动调节,无,"靠背调节,高低调节,腰部调节,前后调节","靠背调节,高低调节,前后调节",无,"靠背调节,前后调节",无,无,有,有,有,按比例放倒,有,有,触控式液晶屏,无,有,无,"GPS导航,实时路况",无,无,"CarPlay,CarLife",无,无,多碟cd,蓝牙,"AUX,USB,SD卡槽",无,无,7月8日,无,无,6.5,无,无,无
